Time [s] - Voltage Capacitor	Voltage [V] - Voltage Capacitor	Time [s] - Voltage Source	Voltage [V] - Voltage Source
0.010769	4.1	0.010769	4.2
0.010846	4.1	0.010846	4.2
0.010923	4.1	0.010923	4.2
0.011	4.1	0.011	4.2
0.011076	4.1	0.011076	4.2
0.011153	4.1	0.011153	4.2
0.01123	4.1	0.01123	4.2
0.011307	4.1	0.011307	4.2
0.011384	4.1	0.011384	4.2
0.011461	4.1	0.011461	4.2
0.011538	4.1	0.011538	4.2
0.011615	4.2	0.011615	4.2
0.011692	4.2	0.011692	-4.1
0.011769	3.2	0.011769	-4.1
0.011846	2.4	0.011846	-4.1
0.011923	1.9	0.011923	-4.1
0.012	1.4	0.012	-4.1
0.012076	1	0.012076	-4.1
0.012153	0.7	0.012153	-4.1
0.01223	0.3	0.01223	-4.1
0.012307	0	0.012307	-4.1
0.012384	-0.2	0.012384	-4.1
0.012461	-0.5	0.012461	-4.1
0.012538	-0.8	0.012538	-4.1
0.012615	-1	0.012615	-4.1
0.012692	-1.2	0.012692	-4.1
0.012769	-1.4	0.012769	-4.1
0.012846	-1.6	0.012846	-4.1
0.012923	-1.8	0.012923	-4.1
0.012999	-2	0.012999	-4.1
0.013076	-2.1	0.013076	-4.1
0.013153	-2.3	0.013153	-4.1
0.01323	-2.5	0.01323	-4.1
0.013307	-2.6	0.013307	-4.1
0.013384	-2.7	0.013384	-4.1
0.013461	-2.9	0.013461	-4.1
0.013538	-3	0.013538	-4.1
0.013615	-3.1	0.013615	-4.1
0.013692	-3.2	0.013692	-4.1
0.013769	-3.3	0.013769	-4.1
0.013846	-3.4	0.013846	-4.1
0.013923	-3.4	0.013923	-4.1
0.013999	-3.5	0.013999	-4.1
0.014076	-3.6	0.014076	-4.1
0.014153	-3.6	0.014153	-4.1
0.01423	-3.7	0.01423	-4.1
0.014307	-3.7	0.014307	-4.1
0.014384	-3.8	0.014384	-4.1
0.014461	-3.8	0.014461	-4.1
0.014538	-3.8	0.014538	-4.1
0.014615	-3.9	0.014615	-4.1
0.014692	-3.9	0.014692	-4.1
0.014769	-3.9	0.014769	-4.1
0.014846	-3.9	0.014846	-4.1
0.014922	-4	0.014922	-4.1
0.014999	-4	0.014999	-4.1
0.015076	-4	0.015076	-4.1
0.015153	-4	0.015153	-4.1
0.01523	-4	0.01523	-4.1
0.015307	-4	0.015307	-4.1
0.015384	-4	0.015384	-4.1
0.015461	-4	0.015461	-4.1
0.015538	-4	0.015538	-4.1
0.015615	-4.1	0.015615	-4.1
0.015692	-4.1	0.015692	-4.1
0.015769	-4.1	0.015769	-4.1
0.015846	-4.1	0.015846	-4.1
0.015922	-4.1	0.015922	-4.1
0.015999	-4.1	0.015999	-4.1
0.016076	-4.1	0.016076	-4.1
0.016153	-4.1	0.016153	-4.1
0.01623	-4.1	0.01623	-4.1
0.016307	-4.1	0.016307	-4.1
0.016384	-4.1	0.016384	-4.1
0.016461	-4.1	0.016461	-4.1
0.016538	-4.1	0.016538	-4.1
0.016615	-4.1	0.016615	-4.1
0.016692	-3.7	0.016692	4.1
0.016769	-2.8	0.016769	4.1
0.016845	-2.1	0.016845	4.1
0.016922	-1.6	0.016922	4.1
0.016999	-1.2	0.016999	4.1
0.017076	-0.8	0.017076	4.1
0.017153	-0.5	0.017153	4.1
0.01723	-0.1	0.01723	4.1
0.017307	0.2	0.017307	4.1
0.017384	0.4	0.017384	4.1
0.017461	0.7	0.017461	4.1
0.017538	0.9	0.017538	4.2
0.017615	1.2	0.017615	4.2
0.017692	1.4	0.017692	4.2
0.017769	1.6	0.017769	4.2
0.017845	1.8	0.017845	4.2
0.017922	1.9	0.017922	4.2
0.017999	2.1	0.017999	4.2
0.018076	2.3	0.018076	4.2
0.018153	2.4	0.018153	4.2
0.01823	2.6	0.01823	4.2
0.018307	2.7	0.018307	4.2
0.018384	2.8	0.018384	4.2
0.018461	3	0.018461	4.2
0.018538	3.1	0.018538	4.2
0.018615	3.2	0.018615	4.2
0.018692	3.3	0.018692	4.2
0.018768	3.4	0.018768	4.2
0.018845	3.4	0.018845	4.2
0.018922	3.5	0.018922	4.2
0.018999	3.6	0.018999	4.2
0.019076	3.6	0.019076	4.2
0.019153	3.7	0.019153	4.2
0.01923	3.7	0.01923	4.2
0.019307	3.8	0.019307	4.2
0.019384	3.8	0.019384	4.2
0.019461	3.9	0.019461	4.2
0.019538	3.9	0.019538	4.2
0.019615	3.9	0.019615	4.2
0.019692	4	0.019692	4.2
0.019768	4	0.019768	4.2
0.019845	4	0.019845	4.2
0.019922	4	0.019922	4.2
0.019999	4	0.019999	4.2
0.020076	4	0.020076	4.2
0.020153	4.1	0.020153	4.2
0.02023	4.1	0.02023	4.2
0.020307	4.1	0.020307	4.2
0.020384	4.1	0.020384	4.2
0.020461	4.1	0.020461	4.2
0.020538	4.1	0.020538	4.2
0.020615	4.1	0.020615	4.2
0.020691	4.1	0.020691	4.2
0.020768	4.1	0.020768	4.2
0.020845	4.1	0.020845	4.2
0.020922	4.1	0.020922	4.2
0.020999	4.1	0.020999	4.2
0.021076	4.1	0.021076	4.2
0.021153	4.1	0.021153	4.2
0.02123	4.1	0.02123	4.2
0.021307	4.1	0.021307	4.2
0.021384	4.1	0.021384	4.2
0.021461	4.1	0.021461	4.2
0.021538	4.2	0.021538	4.2
0.021615	4.2	0.021615	4.2
0.021691	3.4	0.021691	-4.1
0.021768	2.6	0.021768	-4.1
0.021845	2	0.021845	-4.1
0.021922	1.5	0.021922	-4.1
0.021999	1.1	0.021999	-4.1
0.022076	0.8	0.022076	-4.1
0.022153	0.4	0.022153	-4.1
0.02223	0.1	0.02223	-4.1
0.022307	-0.2	0.022307	-4.1
0.022384	-0.4	0.022384	-4.1
0.022461	-0.7	0.022461	-4.1
0.022538	-0.9	0.022538	-4.1
0.022614	-1.2	0.022614	-4.1
0.022691	-1.4	0.022691	-4.1
0.022768	-1.6	0.022768	-4.1
0.022845	-1.8	0.022845	-4.1
0.022922	-1.9	0.022922	-4.1
0.022999	-2.1	0.022999	-4.1
0.023076	-2.3	0.023076	-4.1
0.023153	-2.4	0.023153	-4.1
0.02323	-2.6	0.02323	-4.1
0.023307	-2.7	0.023307	-4.1
0.023384	-2.8	0.023384	-4.1
0.023461	-2.9	0.023461	-4.1
0.023538	-3	0.023538	-4.1
0.023614	-3.2	0.023614	-4.1
0.023691	-3.2	0.023691	-4.1
0.023768	-3.3	0.023768	-4.1
0.023845	-3.4	0.023845	-4.1
0.023922	-3.5	0.023922	-4.1
0.023999	-3.5	0.023999	-4.1
0.024076	-3.6	0.024076	-4.1
0.024153	-3.7	0.024153	-4.1
0.02423	-3.7	0.02423	-4.1
0.024307	-3.7	0.024307	-4.1
0.024384	-3.8	0.024384	-4.1
0.024461	-3.8	0.024461	-4.1
0.024537	-3.9	0.024537	-4.1
0.024614	-3.9	0.024614	-4.1
0.024691	-3.9	0.024691	-4.1
0.024768	-3.9	0.024768	-4.1
0.024845	-3.9	0.024845	-4.1
0.024922	-4	0.024922	-4.1
0.024999	-4	0.024999	-4.1
0.025076	-4	0.025076	-4.1
0.025153	-4	0.025153	-4.1
0.02523	-4	0.02523	-4.1
0.025307	-4	0.025307	-4.1
0.025384	-4	0.025384	-4.1
0.025461	-4	0.025461	-4.1
0.025537	-4.1	0.025537	-4.1
0.025614	-4.1	0.025614	-4.1
0.025691	-4.1	0.025691	-4.1
0.025768	-4.1	0.025768	-4.1
0.025845	-4.1	0.025845	-4.1
0.025922	-4.1	0.025922	-4.1
0.025999	-4.1	0.025999	-4.1
0.026076	-4.1	0.026076	-4.1
0.026153	-4.1	0.026153	-4.1
0.02623	-4.1	0.02623	-4.1
0.026307	-4.1	0.026307	-4.1
0.026384	-4.1	0.026384	-4.1
0.02646	-4.1	0.02646	-4.1
0.026537	-4.1	0.026537	-4.1
0.026614	-4	0.026614	4.1
0.026691	-3	0.026691	4.1
0.026768	-2.3	0.026768	4.1
0.026845	-1.7	0.026845	4.1
0.026922	-1.3	0.026922	4.1
0.026999	-0.9	0.026999	4.1
0.027076	-0.5	0.027076	4.1
0.027153	-0.2	0.027153	4.1
0.02723	0.1	0.02723	4.1
0.027307	0.4	0.027307	4.1
0.027384	0.6	0.027384	4.1
0.02746	0.9	0.02746	4.2
0.027537	1.1	0.027537	4.2
0.027614	1.3	0.027614	4.2
0.027691	1.5	0.027691	4.2
0.027768	1.7	0.027768	4.2
0.027845	1.9	0.027845	4.2
0.027922	2.1	0.027922	4.2
0.027999	2.2	0.027999	4.2
0.028076	2.4	0.028076	4.2
0.028153	2.5	0.028153	4.2
0.02823	2.7	0.02823	4.2
0.028307	2.8	0.028307	4.2
0.028383	2.9	0.028383	4.2
0.02846	3	0.02846	4.2
0.028537	3.1	0.028537	4.2
0.028614	3.2	0.028614	4.2
0.028691	3.3	0.028691	4.2
0.028768	3.4	0.028768	4.2
0.028845	3.5	0.028845	4.2
0.028922	3.6	0.028922	4.2
0.028999	3.6	0.028999	4.2
0.029076	3.7	0.029076	4.2
0.029153	3.7	0.029153	4.2
0.02923	3.8	0.02923	4.2
0.029307	3.8	0.029307	4.2
0.029383	3.9	0.029383	4.2
0.02946	3.9	0.02946	4.2
0.029537	3.9	0.029537	4.2
0.029614	3.9	0.029614	4.2
0.029691	4	0.029691	4.2
0.029768	4	0.029768	4.2
0.029845	4	0.029845	4.2
0.029922	4	0.029922	4.2
0.029999	4	0.029999	4.2
0.030076	4.1	0.030076	4.2
0.030153	4.1	0.030153	4.2
0.03023	4.1	0.03023	4.2
0.030306	4.1	0.030306	4.2
0.030383	4.1	0.030383	4.2
0.03046	4.1	0.03046	4.2
0.030537	4.1	0.030537	4.2
0.030614	4.1	0.030614	4.2
0.030691	4.1	0.030691	4.2
0.030768	4.1	0.030768	4.2
0.030845	4.1	0.030845	4.2
0.030922	4.1	0.030922	4.2
0.030999	4.1	0.030999	4.2
0.031076	4.1	0.031076	4.2
0.031153	4.1	0.031153	4.2
0.03123	4.1	0.03123	4.2
0.031306	4.1	0.031306	4.2
0.031383	4.1	0.031383	4.2
0.03146	4.2	0.03146	4.2
0.031537	4.2	0.031537	4.2
0.031614	3.7	0.031614	-4.1
0.031691	2.8	0.031691	-4.1
0.031768	2.2	0.031768	-4.1
0.031845	1.6	0.031845	-4.1
0.031922	1.2	0.031922	-4.1
0.031999	0.8	0.031999	-4.1
0.032076	0.5	0.032076	-4.1
0.032153	0.2	0.032153	-4.1
0.032229	-0.1	0.032229	-4.1
0.032306	-0.4	0.032306	-4.1
0.032383	-0.6	0.032383	-4.1
0.03246	-0.9	0.03246	-4.1
